file_id,reference,nuance,genesys,microsoft
9140831371590000251_Anne,bon écoutez est ce que je voudrais parler à monsieur qui s'appelle mourad s'il vous plaît ? ,bon écoutez est ce que je voudrais parler à monsieur qui s'appelle mourad s'il vous plaît,bon écoutez est ce que je voudrais parler à monsieur qui s'appelle moran s'il vous plait,bon écoutez est ce que je voudrais parler à monsieur qui s'appelle mourad s'il vous plaît?
9140831371590000251_Charles,bon écoutez est ce que je voudrais parler à monsieur qui s'appelle mourad s'il vous plaît ? ,bon écoutez est ce que je voudrais parler à monsieur qui s'appelle mourad s'il vous plaît,crois non écoute est ce que je voudrais parler à monsieur qui s'appelle moran s'il vous plaît,bon écoutez est ce que je voudrais parler à monsieur qui s'appelle mourad s'il vous plaît?
9140831371590000251_rima,bon écoutez est ce que je voudrais parler à monsieur qui s'appelle mourad s'il vous plaît ? ,bon écoutez est ce que je voudrais parler à monsieur qui s'appelle mourad s'il vous plaît,bon écoutez est ce que je voudrais parler à monsieur qui s'appelle moran s'il vous plait,bon écoutez est ce que je voudrais parler à monsieur qui s'appelle mourad s'il vous plaît?
9140839773480000251_Anne,oui bonjour [hésitation] je sais pas si je suis au bon endroit [hésitation] moi j'ai des prélèvements qui se font dans mon compte qui s'en vont dans mon celi puis j'aurais aimé le faire arrêter ,oui bonjour c'est pas c'est chaud bon endroit moi j'ai des prélèvements qui se font dans mon compte pis ce mois dans mon celi pis je l'aurais aimé le faire arrêter,oui bonjour je sais pas si c'est au bon endroit moi j'ai des prélève mars on dans mon compte qui savent dans mon coli puis j'aurais aimé le faire arrêter,oui bonjour je sais pas si je suis au bon endroit moi j'ai des prélèvements qui se font dans mon compte qui s'en vont dans mon celi puis j'aurais aimé le faire arrêter
9140839773480000251_Charles,oui bonjour [hésitation] je sais pas si je suis au bon endroit [hésitation] moi j'ai des prélèvements qui se font dans mon compte qui s'en vont dans mon celi puis j'aurais aimé le faire arrêter ,oui bonjour je sais pas si je suis au bon endroit moi j'ai des prélèvements qui sont dans mon compte qui s'en vont dans mon celi pis j'avais aimé le faire arrêter,oui bonjour je sais pas si je suis au man endroit moi j'ai des prélèvements qui se font dans mon compte qui s'en vend dans mon élie puis j'aurais aimé le faire,oui bonjour je sais pas si je suis au bon endroit moi j'ai des prélèvements qui se font dans mon compte qui s'en vont dans mon celi puis j'aurais aimé le faire arrêter
9140840496710000251_Charles,[hésitation] bon ici c'est parce que c'est une lettre que [mot] que j'avais reçue par la malle et puis [hésitation] la [mot] de ma banque elle m'a dit de d'appeler pour demander [hésitation] [hésitation] au mois de novembre le dix neuf il y avait eu un montant de déposé de trois cents puis moi je vois pas mon relevé je l'ai pas alors je peux pas voir si [hésitation] ça a été déposé,bon ici c'est parce que c'est une lettre que bla bla que j'avais reçu par la malle et puis la bla bla de ma banque elle m'a dit d'appeler pour demander au mois de novembre le dix neuf il y avait eu un montant de déposé de trois cents pis moi je vois pas mon relevé je lis par alors je peux pas voir si ça été déposée, bon ici c'est parce que c'est une lettre que blabla que j'avais reçu par la mal et puis la la bla de ma banque elle m'a dit d'appeler pour demander au mois de novembre le dix neuf il y avait eu un montant de déposer de trois cents puis moi je vais pas mon relever je l'ai pas alors je peux pas voir si ça a été déposé,bon ici c'est parce que c'est une lettre que blabla que j'avais reçue par la malle et puis la bla bla de ma banque elle m'a dit d'appeler pour demander au mois de novembre le dix neuf il y avait eu un montant d'un déposer de trois cents puis moi je vais pas m'en relever je l'ai par alors je peux pas voir si ça a été déposé
9140840496710000251_NajatS,[hésitation] bon ici c'est parce que c'est une lettre que [mot] que j'avais reçue par la malle et puis [hésitation] la [mot] de ma banque elle m'a dit de d'appeler pour demander [hésitation] [hésitation] au mois de novembre le dix neuf il y avait eu un montant de déposé de trois cents puis moi je vois pas mon relevé je l'ai pas alors je peux pas voir si [hésitation] ça a été déposé,bon ici c'est parce que c'est une lettre que bla bla que j'avais reçu par la malle puis là là ma banque elle m'a dit de d'appeler pour demander au mois de novembre le dix neuf y'avait eu un montant de déposé de trois cents pis moi je vois pas mon relevé je l'ai pas alors je peux pas avoir si ça a été déposée,oui bon ici c'est parce que c'est une lettre que que j'avais reçu par la mal et puis la semaine de ma banque elle m'a dit de d'appeler pour demander au mois de novembre le dix neuf il y avait eu un montant de déposé de trois cents puis moi je vois pas me relever je l'ai pas alors je peux pas voir si ça a été déposé,bon ici c'est parce que c'est une lettre que ben que j'avais reçue par la malle et puis la sana de ma banque elle m'a dit de d'appeler pour demander au mois de novembre le dix neuf il y avait eu un montant de déposer de trois cents puis moi je vois pas mon relevé je l'ai pas alors je peux pas voir si ça a été déposé
9140840496710000251_Natalia,[hésitation] bon ici c'est parce que c'est une lettre que [mot] que j'avais reçue par la malle et puis [hésitation] la [mot] de ma banque elle m'a dit de d'appeler pour demander [hésitation] [hésitation] au mois de novembre le dix neuf il y avait eu un montant de déposé de trois cents puis moi je vois pas mon relevé je l'ai pas alors je peux pas voir si [hésitation] ça a été déposé,bon ici c'est parce que c'est une lettre que mon que j'avais reçu par la malle et puis là mot de ma banque elle m'a dit d'appeler pour demander au mois de novembre le dix neuf il y avait eu un montant de déposé de trois cents pis moi je vois pas mon relevé je l'ai pas alors je peux pas voir si ça été possible, bon si c'est parce que c'est le que que j'avais reçu par la mal et puis l on de ma date qu'il m'a dit de d'appeler pour demander au mois de novembre le dix neuf il y avait eu un montant de déposé de trois cents puis moi je vois pas mon le tu l'as pas alors je peux pas voir si de des,bon ici c'est parce que c'est une lettre que que j'avais reçu par la malle et puis la mon de ma banque elle m'a dit de d'appeler pour demander au mois de novembre le dix neuf il y avait eu un montant de dépose de trois cents puis moi je vois pas mon relever je l'ai pas alors j'ai pu pas voir si ça a été déposé
9140846150340000251_Anne,oui bonjour j'ai [hésitation] j'ai ouvert une entreprise chuis allé chercher j'ai eu ma carte bancaire hier je voudrais avoir un accès internet,oui bonjour j'ai j'ai ouvert une entreprise je suis allé chercher j'ai eu ma carte bancaire hier je voudrais avoir un accès internet,de oui bonjour j'ai j'ai ouvert une entreprise je suis allé chercher j'ai eu ma carte dans carrier je voudrais avoir un accès internet,oui bonjour j'ai j'ai ouvert une entreprise je suis allée chercher j'ai eu ma carte bancaire hier je voudrais avoir un accès internet
9140846150340000251_Charles,oui bonjour j'ai [hésitation] j'ai ouvert une entreprise chuis allé chercher j'ai eu ma carte bancaire hier je voudrais avoir un accès internet,oui bonjour j'ai j'ai ouvert une entreprise je suis allé chercher j'ai eu ma carte bancaire hier je voudrais avoir un accès internet,oui bonjour j'ai j'ai aurait une entreprise je suis allé chercher j'ai eu ma carte dan care hier je voudrais avoir un accès internet,oui bonjour j'ai j'ai ouvert une entreprise je suis allé chercher j'ai eu ma carte bancaire hier je voudrais avoir un accès à internet
9140846150340000251_NaimaF,oui bonjour j'ai [hésitation] j'ai ouvert une entreprise chuis allé chercher j'ai eu ma carte bancaire hier je voudrais avoir un accès internet,oui bonjour j'ai j'ai ouvert une entreprise je suis allé chercher j'ai eu ma carte bancaire hier je voudrais avoir un accès internet,oui bonjour j'ai j'ai ouvert une entreprise je suis allé chercher j'ai eu ma carte bon car hier je voudrais avoir un accès internet,oui bonjour j'ai ouvert une entreprise je suis allée chercher j'ai eu ma carte bancaire hier je voudrais avoir un accès à internet
9140846451760000251_AwaS,allô oui bonjour [hésitation] ce serait pour mon celi dans le fond je voudrais faire de l'épargne systématique à chaque semaine,allô oui bonjour ça serait pour merci dans le fond je voudrais faire de l'épargne systématique à chaque semaine,y allô oui bonjour ce serait pour mon si dans le fond je vous réfère de les banques systématique à chaque semaine,allô oui bonjour ce serait pour mon cdi dans le fond je voudrais faire de l'épargne systématique à chaque semaine
9140846451760000251_Charles,allô oui bonjour [hésitation] ce serait pour mon celi dans le fond je voudrais faire de l'épargne systématique à chaque semaine,allô oui bonjour ça serait pour mon celi dans le fond je voudrais faire de l'épargne systématique à chaque semaine,allô oui bonjour ce serait prononcé lui dans le chan je voudrais faire de lepage systématique à chaque semaine,allô oui bonjour ce serait pour mon celi dans le fond je voudrais faire de l'épargne systématique à chaque semaine
9140846451760000251_Natalia,allô oui bonjour [hésitation] ce serait pour mon celi dans le fond je voudrais faire de l'épargne systématique à chaque semaine,allô oui bonjour ça serait pour mon celi dans le fond je voudrais faire de n'est pas systématique à chaque semaine,allô bonjour ça serait pour mon élie parfois je voudrais faire de l'éponge systématique à,halloween bonjour ce serait pour mon celi dans le fond je voudrais faire de la pensée systématique à chaque semaine
9140855634030000251_Anne,c'est beau c'est beau c'est parce que je je j'ai appelé la banque nationale mais c'est parce que cette semaine [hésitation] la banque la carte de crédit ont enlevé tout mon argent dans mon compte,c'est beau c'est beau c'est parce que je je j'ai appelé la banque nationale mais c'est parce que cette semaine la banque la carte de crédit enlevé tout mon argent dans mon compte,c'est bon c'est bon c'est parce que je je j'ai appelé la banque nationale c'est parce que cette semaine la base la carte de crédit a enlevé toute mon argent dans mon compte,c'est beau c'est beau c'est parce que je j'ai appelé la banque nationale mais c'est parce que cette semaine la banque la carte de crédit a enlevé tout mon argent dans mon compte
9140855634030000251_Charles,c'est beau c'est beau c'est parce que je je j'ai appelé la banque nationale mais c'est parce que cette semaine [hésitation] la banque la carte de crédit ont enlevé tout mon argent dans mon compte,c'est beau c'est beau c'est parce que j'ai appelé la banque nationale mais c'est parce que cette semaine la banque la carte de crédit ont enlevé tout mon argent dans mon compte,dos sept c'est bon c'est bon c'est parce que j'ai appelé la banque nationale mais c'est parce que cette semaine la banque la carte de crédit enlever toute mon argent dans mon compte,c'est beau c'est beau c'est parce que j'ai appelé la banque nationale mais c'est parce que cette semaine la banque la carte de crédit a enlevé toute mon argent dans mon compte
9140855634030000251_rima,c'est beau c'est beau c'est parce que je je j'ai appelé la banque nationale mais c'est parce que cette semaine [hésitation] la banque la carte de crédit ont enlevé tout mon argent dans mon compte,c'est beau c'est beau c'est parce que j'ai appelé la banque nationale mais c'est parce que cette semaine la banque la carte de crédit ont enlevé tout mon argent dans mon compte,c'est bon c'est bon c'est parce que je j'ai appelé la botte nationale mais c'est parce que cette semaine la banque la carte de crédit ont enlevé tout mon argent dans mon compte,c'est beau c'est beau c'est parce que je j'ai appelé la banque nationale mais c'est parce que cette semaine la banque la carte de crédit ont enlevé tout mon argent dans mon compte
9140858711750000251_Anne,oui je pense que j'étais avec vous il n'y a pas longtemps concernant le transfert de compte de points pour le [barge in] oui donc c'est plus avantageux juste pour à titre informatif [hésitation] pour payer la carte de crédit ou pour les points voyage en fait c'est plus avantageux celi parce que c'est [hésitation] vingt cinq mille points pour cent dollars,oui je pense que j'étais avec vous y'a pas longtemps concernant le transfert de compte de points pour le oui donc c'est plus avantageux juste pour à titre informatif pour payer la carte de crédit ou pour les points voyages en fait c'est plus avantageux celi parce que c'est vingt cinq zéro points pour cent dollars,oui je pense que j'étais avec vous y a pas longtemps concernant le transfert de compte de points pour le oui donc c'est plus avantageuse juste pour à toute informatif pour payer la carte de crédit ou pour les points voyages en fait c'est plus avantagés c'est lit parce que c'est vingt cinq milles points pour cent dollars,oui je pense que j'étais avec vous il y a pas longtemps concernant le transfert de compte de points pour le oui donc c'est plus avantageux juste pour à€ titre informatif pour payer la carte de crédit ou pour les points voyages en fait c'est plus avantageux ces lits parce que c'est vingt cinq mille points pour cent dollars
9140858711750000251_AwaS,oui je pense que j'étais avec vous il n'y a pas longtemps concernant le transfert de compte de points pour le [barge in] oui donc c'est plus avantageux juste pour à titre informatif [hésitation] pour payer la carte de crédit ou pour les points voyage en fait c'est plus avantageux celi parce que c'est [hésitation] vingt cinq mille points pour cent dollars,oui je pense que c'est avec vous il n'y a pas longtemps concernant le transfert de compte de points pour le oui donc c'est plus avantageux juste pour à titre informatif pour payer la carte de crédit ou pour les points voyages en fait c'est plus avantageux celi parce que c'est vingt cinq zéro points pour cent dollars,oui je pense que c'était avec vous il n'y a pas longtemps concernant le transfert de compte de points pour le oui donc c'est plus avantageux juste pour un titre informatif pour payer la carte de crédit ou pour les points voyages en fait c'est plus avantageuse ce parce que c'est vingt cinq mille points pour cent dollars,oui je pense que j'étais avec vous il n'y a pas longtemps concernant le transfert de compte de points pour le oui donc c'est plus avantageux juste pour à€ titre informatif pour payer la carte de crédit ou pour les points voyages en fait c'est plus avantageux silly parce que c'est vingt cinq mille points pour cent dollars
9140858711750000251_NaimaF,oui je pense que j'étais avec vous il n'y a pas longtemps concernant le transfert de compte de points pour le [barge in] oui donc c'est plus avantageux juste pour à titre informatif [hésitation] pour payer la carte de crédit ou pour les points voyage en fait c'est plus avantageux celi parce que c'est [hésitation] vingt cinq mille points pour cent dollars,oui je pense que j'étais avec vous il n'y a pas longtemps concernant le transfert de compte de points pour le oui donc c'est plus avantageux juste pour à titre informatif pour payer la carte de crédit ou pour les points voyages en fait c'est plus avantageux celi parce que c'est vingt cinq zéro points pour cent dollars,oui je pense que j'étais avec vous il n'y a pas longtemps concernant le transfert de compte de points pour le oui donc c'est plus avantageux juste pour à titre transformait pour payer la carte de crédit ou pour les points voyages en fait c'est plus avantageuse élie parce que c'est vingt cinq mille points pour cent dollars,oui je pense que j'étais avec vous il n'y a pas longtemps ce qui concernant le transfert de comptes de points pour le bouilli donc c'est plus avantageux juste pour à€ titre informatif pour payer la carte de crédit ou pour les points voyages en fait c'est plus avantageux celi parce que c'est vingt cinq mille points pour cent dollars
9140874329550000251_AwaS,bon c'est que moi bonjour en passant moi c'est que je viens de voir que j'ai eu deux facturations pour koodo mon téléphone [agent dit : d'accord] et puis une facturation qui a pas d'affaire là j'ai appelé koodo eux autres ils comprennent rien y ont jamais réussi à trouver cette transaction là faque y ont dit écoutez le problème est du côté de votre banque faque le montant que vous avez prélevé qui est en fait vous l'avez prélevé aujourd'hui mais il est du quatorze semble t il donc demain puis c'est un montant qui qui a pas d'affaire là là,bon c'est que moi bonjour en passant moi c'est que je viens de voir que j'ai eu deux facturations pour koodo mon téléphone puis une facturation qui a pas d'affaire là j'ai appelé koodo eux autres ils comprennent rien ils ont jamais réussi à trouver ce transaction là fait que ils ont dit écoutez le problème du côté de votre banque facture le montant que vous avez prélevé en fait vous l'avez prélevé aujourd'hui mais il est du quatorze semble t il donc demain piscia montant qui qui appel d'affaires,bon c'est que moi bonsoir en passant moi c'est que je viens de voir que j'ai eu le deux facturation pour coup d'eau mon téléphone et puis une facturation qui a pas d'affaire le jacquelin ouda eux autres comprenais y ont jamais réussi à trouver cette transaction là fin que ils ont dit écoutez le problème du côté de votre banque ca que le montant que vous avez prélevé qui en fait vous l'avez prélevé aujourd'hui mais il ne te catorce some the ti dont de met c'est un montant qui qui a pas à faire là là,bon c'est que moi bonjour en passe temps moi c'est que je viens de voir que j'ai eu deux facturations pour coup d'eau mon téléphone et puis une facturation qui a pas d'affaire là j'ai appelé coup d'eau eux autres qui comprennent rien y ont jamais réussi à trouver cette transaction là fait que ils ont dit écoutez le problème est du côté de votre banque fait que le montant que vous avez prélevé qui est en fait vous l'avez prédit aujourd'hui mais il est éducateur semble t il donc demain? puis c'est à mon temps qui qui a pas d'affaire là là ? 
9140874329550000251_NajatS,bon c'est que moi bonjour en passant moi c'est que je viens de voir que j'ai eu deux facturations pour koodo mon téléphone [agent dit : d'accord] et puis une facturation qui a pas d'affaire là j'ai appelé koodo eux autres ils comprennent rien y ont jamais réussi à trouver cette transaction là faque y ont dit écoutez le problème est du côté de votre banque faque le montant que vous avez prélevé qui est en fait vous l'avez prélevé aujourd'hui mais il est du quatorze semble t il donc demain puis c'est un montant qui qui a pas d'affaire là là,bon c'est que moi bonjour en façon moi c'est que je viens de voir que j'ai eu deux facturations pour koodo mon téléphone et puis une facturation qui a pas d'affaire là j'ai appelé koodo eux autres ils comprennent rien ils ont jamais réussi à trouver cette transaction là fait que ils ont dit écoutez le problème du côté de votre banque fait que le montant que vous avez prélevé qui est en fait vous l'avez prélevé aujourd'hui mais il est du quatorze semble t il donc demain puis ce montant qui qui appelle d'affaire là là,bon c'est que moi bonjour en passant moi c'est que je viens de voir que j'ai eu deux facturations pour coup d'eau mon téléphone et puis une facturation il y a pas d'affaire là j'ai appelé coup d'eau eux autres ils comprennent rien y ont jamais réussi à trouver cette transaction là fait que y ont dit écoutez le problème et du côté de votre banque fait que le montant vous avez prélevé qui est en fait vous l'avez prélevé aujourd'hui mais il est du quatorze semble t il donc demain puis c'est un montant qui qui a pas d'affaire là là,bon c'est que moi bonjour en passant moi c'est que je viens de voir que j'ai eu deux facturations pour coup d'eau mon téléphone et puis une facturation qui a pas d'affaire là j'ai appelé koodo eux autres ils comprennent rien ils ont jamais réussi à trouver cette transaction là fait que ils ont dit écoutez le problème est du côté de votre banque afin que le montant que vous avez prélevé qui est en fait vous l'avez prélevé aujourd'hui mais il est éducateur semble t il donc demain puis c'est un montant qui qui a pas d'affaire là là 
9140881473420000251_Charles,moi je voudrais retirer trois cents pièces de mon celi,moi je voudrais retirer trois cent pièces de mon celi,moi je voudrais retirer trois cent pièces de mon série,moi je voudrais retirer trois cents pièces de mon celi
9140881473420000251_NaimaF,moi je voudrais retirer trois cents pièces de mon celi,moi je voudrais retirer trois cent pièces de mon celi,moi je voudrais retirer trois cent pièces de mon série,moi je voudrais retirer trois cents pièces de mon celi
9140881473420000251_NajatS,moi je voudrais retirer trois cents pièces de mon celi,moi je voudrais retirer trois cent pièces de mon celi,moi je voudrais retirer trois cent pièces de mon élise,moi je voudrais retirer trois cents pièces de mon celi
9140943606080000251_NajatS,oui bonjour [hésitation] j'ai fait une transaction avec ma mastercard et [hésitation] on m'a dit de téléphoner à la banque parce que ça marchait pas,oui bonjour j'ai fait une transaction qui a mastercard et on m'a dit de téléphoner à la banque parce que ça marchait pas,oui bonjour j'ai fait une transaction et puis un mastercard et on m'a dit de téléphoner à la banque parce que ça marchait pas,oui bonjour j'ai fait une transaction avec mastercard et on m'a dit de téléphoner à la banque parce que ça marchait pas
9140960248640000251_NaimaF,bon je vous appelle parce que moi j'ai envoyé un courriel le dix décembre ok [agent dit: ok] pour que le reer de ma fille soit bon arrêté ils l'ont arrêté pour que je puisse pour qu'on me transfère l'argent à mon compte [agent dit: ok] ok y a rien ils m'ont dit deux trois jours ça fait presque deux semaines demain ce que j'ai dit tout dix décembre on va être demain jeudi et j'ai rien [agent dit: ok] alors qu'est  ce qui se passe?,bon je vous appelle parce que moi j'ai envoyé un courriel le dix décembre ok pour que le reer de ma fille soit bon arrêté ils l'ont arrêté pour que je puisse pour qu'on me transfère l'argent à mon compte ok y'a rien ils m'ont dit vingt trois jours ça fait presque deux semaines demain ce que j'ai dit tout dix décembre on va être demain jeudi et j'ai rien alors qu'est ce qui se passe,y je vous appelle parce que moi j'ai envoyé un courriel le dix décembre ok pour que le r de ma fille soit bon arrêter il ont arrêté pour que je puisse pour qu'on me transfère l'argent à mon compte ok y a rien ils m'ont dit deux trois jours ça fait presque deux semaines demain ce que j'ai dit tout dix décembre on va être demain jeudi et j'ai rien alors qu'est ce qui se passe,bon je vous appelle parce que moi j'ai envoyé un courriel le dix décembre okay? pour que le rayer de ma fille soit bon arrêté ils l'ont arrêté pour que je puisse pour qu'on me transfère l'argent à mon compte okay y a rien ils m'ont dit vingt trois jours ça fait presque deux semaines demain ce que j'ai dit tout dit décembre on va être demain jeudi et j'ai rien alors qu'est ce qui se passe?
9140960248640000251_NajatS,bon je vous appelle parce que moi j'ai envoyé un courriel le dix décembre ok [agent dit: ok] pour que le reer de ma fille soit bon arrêté ils l'ont arrêté pour que je puisse pour qu'on me transfère l'argent à mon compte [agent dit: ok] ok y a rien ils m'ont dit deux trois jours ça fait presque deux semaines demain ce que j'ai dit tout dix décembre on va être demain jeudi et j'ai rien [agent dit: ok] alors qu'est  ce qui se passe?,bon je vous appelle parce que moi j'ai envoyé un courriel le dix décembre ok pour que le reer de ma fille soit bon arrêté ils l'ont arrêté pour que je puisse pour qu'on me transfère l'argent à mon compte ok y'a rien ils m'ont dit vingt trois jours ça fait presque deux semaines demain ce que j'ai dit tout dix décembre on va être demain jeudi et j'ai rien alors qu'est ce qui se passe,bon je vous appelle parce que moi j'ai envoyé un courriel le dix décembre okay pour que le rare de ma fille soit bon arrêté il vont arrêter pour que je puisse pour qu'on me transfère l'argent à mon compte on y a rien ils m'ont dit deux trois jours ça fait presque deux semaines demain ce que j'ai dit tout de décembre on va être demain jeudi et je rien alors qu'est ce qui se passe,bon je vous appelle parce que moi j'ai envoyé un courriel le dix décembre okay? pour que le reer de ma fille soit bon arrête ils l'ont arrêté pour que je puisse pour qu'on me transfère l'argent à mon compte okay? y a rien ils m'ont dit vingt trois jours ça fait presque deux semaines demain ce que j'ai dit tout dix décembre on va être demain jeudi et j'ai rien alors qu'est ce qui se passe?
9140960248640000251_rima,bon je vous appelle parce que moi j'ai envoyé un courriel le dix décembre ok [agent dit: ok] pour que le reer de ma fille soit bon arrêté ils l'ont arrêté pour que je puisse pour qu'on me transfère l'argent à mon compte [agent dit: ok] ok y a rien ils m'ont dit deux trois jours ça fait presque deux semaines demain ce que j'ai dit tout dix décembre on va être demain jeudi et j'ai rien [agent dit: ok] alors qu'est  ce qui se passe?,bon je vous appelle parce que moi j'ai envoyé un courriel le dix décembre ok pour que le reer de ma fille soit bon arrêté ils l'ont arrêté pour que je puisse pour qu'on me transfère l'argent à mon compte ok y'a rien ils m'ont dit vingt trois jours ça fait presque deux semaines demain ce que j'ai dit tout dix décembre on va être demain jeudi et j'ai rien alors qu'est ce qui se passe,bon je vous appelle parce que moi j'ai envoyé un courriel le dix décembre ok pour que le réal de ma fille soit bon arrêtée ils ont arrêté pour que je puisse faire pour qu'on me transfère l'argent à mon compte ok y a rien ils m'ont dit deux trois jours ça fait presque deux semaines demain que j'ai dit tout dix décembre on va être demain jeudi et j'ai rien alors qu'est ce qui se passe,bon je vous appelle parce que moi j'ai envoyé un courriel au dix décembre okay pour que le réel de ma fille soit bon arrêté ils l'ont arrêté pour que je puisse pour qu'on me transfère l'argent à mon compte okay? y a rien ils m'ont dit vingt trois jours ça fait presque deux semaines demain ce que j'ai dit tout dix décembre on va être demain jeudi et j'ai rien alors qu'est ce qui se passe?
9140967664320000251_Charles,oui bonjour [hésitation] s'il vous plaît j'aimerais ça faire une cotisation pour mon reer,oui bonjour s'il vous plaît j'aimerais ça faire une cotisation pour mon reer,oui bonjour s'il vous plaît j'aimerais ça faire une cotisation pour montréal,oui bonjour s'il vous plaît j'aimerais ça faire une cotisation pour montréal
9140967664320000251_NaimaF,oui bonjour [hésitation] s'il vous plaît j'aimerais ça faire une cotisation pour mon reer,oui bonjour s'il vous plaît j'aimerais ça faire une cotisation pour mon reer,oui bonjour s'il vous plaît j'aimerais ça faire une cotisation pour montréal,oui bonjour s'il vous plaît j'aimerais ça faire une cotisation pour montréal
9140968990830000251_Anne,ok j'ai faite une [hésitation] une transaction pour acheter une botte dans le magasin [hésitation] globo le le vingt [hésitation] le vingt novembre [hésitation] j'ai remarqué que sur mon cellulaire j'ai le compte [hésitation] de banque nationale et il est retiré directement malgré que j'ai utilisé le mastercard c'est pas le guichet automatique et il est [hésitation] il est retiré directement comme un guichet automatique pis aujourd'hui je reçois j'ai reçu aujourd'hui le relevé de compte de mastercard qu'il [hésitation] que je dois le payer mais c'est déjà payé sur mon compte [hésitation] dans la banque nationale,ok j'ai fait une une transaction pour acheter une botte dans le magasin globo le le vingt le vingt novembre j'ai remarqué que sur mon cellulaire j'ai le compte de banque nationale y est retiré directement malgré que j'ai utilisé la mastercard c'est pas matic il est retiré directement comme un guichet automatic je reçois j'ai reçu aujourd'hui le relevé de compte de mastercard qui que je dois l'payer mais c'est déjà payé sur mon compte dans la banque nationale,ok j'ai fait une une transaction pour acheter une botte dans le magasin globaux le le vingt y avait un avant j'ai remarqué sur mon cellulaire j'ai le compte de banque nationale il est retiré directement malgré que j'ai utilisé la mastercard c'est pas ici automatique et est il retiré directement comme ton automatique pour aujourd'hui je reçois j'ai reste aujourd'hui le relevé compte de mastercard que que je dois le payer mais c'est déjà payé sur mon compte dans la banque nationale,okay j'ai fait une une transaction pour acheter une boîte dans le magasin globo le le vingt le vingt novembre j'ai remarqué que sur mon cellulaire j'ai le compte de banque nationale y est retiré directement malgré que j'ai utilisé la mastercard c'est pas le guichet automatique et y est y retiré directement comme un guichet automatique pour aujourd'hui je reçois j'ai reçu aujourd'hui le relevé de compte de mastercard qu'il que je dois le payer mais c'est déjà payé sur mon compte dans la banque nationale
9140968990830000251_Charles,ok j'ai faite une [hésitation] une transaction pour acheter une botte dans le magasin [hésitation] globo le le vingt [hésitation] le vingt novembre [hésitation] j'ai remarqué que sur mon cellulaire j'ai le compte [hésitation] de banque nationale et il est retiré directement malgré que j'ai utilisé le mastercard c'est pas le guichet automatique et il est [hésitation] il est retiré directement comme un guichet automatique pis aujourd'hui je reçois j'ai reçu aujourd'hui le relevé de compte de mastercard qu'il [hésitation] que je dois le payer mais c'est déjà payé sur mon compte [hésitation] dans la banque nationale,ok j'ai fait une une transaction pour acheter une botte dans le magasin globo le le vingt le vingt novembre j'ai remarqué que sur mon cellulaire j'ai le compte de banque nationale est retiré directement malgré que j'ai utilisé la mastercard c'est pas guichet de matic et il est retiré directement comme guichet d'un mexique pis aujourd'hui je reçois j'ai reçu aujourd'hui le relevé de compte de mastercard qui que je dois le payer mais c'est déjà payé sur mon compte de la banque nationale,ok j'ai fait une une transaction pour acheter une botte dans le magasin globaux le le vingt le vingt novembre j'ai remarqué que sur mon cellulaire j'ai le compte de banque nationale et il est retiré directement malgré que j'ai utilisé la mastercard c'est pas le ici automatique et il est il est retiré directement comme un uci automatique puis aujourd'hui je reçois j'ai reçu aujourd'hui le relevé de compte de mastercard qui je dois le payer mais c'est déjà payé sur mon compte de la banque nationale,ok j'ai fait une transaction pour acheter une botte dans le magasin globaux le le vingt le vingt novembre j'ai remarqué que sur mon cellulaire j'ai le compte de banque nationale et il est retiré directement malgré que j'ai utilisé la mastercard c'est pas le guichet automatique et il est il est retiré directement comme un guichet automatique puis aujourd'hui je reçois j'ai reçu aujourd'hui le relevé de compte de mastercard qu'il que je dois le payer mais c'est déjà payé sur mon compte de la banque nationale
9140968990830000251_NajatS,ok j'ai faite une [hésitation] une transaction pour acheter une botte dans le magasin [hésitation] globo le le vingt [hésitation] le vingt novembre [hésitation] j'ai remarqué que sur mon cellulaire j'ai le compte [hésitation] de banque nationale et il est retiré directement malgré que j'ai utilisé le mastercard c'est pas le guichet automatique et il est [hésitation] il est retiré directement comme un guichet automatique pis aujourd'hui je reçois j'ai reçu aujourd'hui le relevé de compte de mastercard qu'il [hésitation] que je dois le payer mais c'est déjà payé sur mon compte [hésitation] dans la banque nationale,ok j'ai fait une transaction pour acheter une botte dans le magasin globo le le vend le vingt novembre j'ai remarqué que sur mon cellulaire j'ai le compte de banque nationale il est retiré directement malgré que j'ai utilisé le mastercard c'est pas guichet automatique il est il est retiré directement comme un guichet automatique pis aujourd'hui je reçois j'ai reçu aujourd'hui le relevé de compte de mastercard qui que je dois payer mais c'est déjà payé sur mon compte dans la banque nationale,okay j'ai faite une transaction pour acheter une botte dans le magasin globaux le le vingt le vingt novembre j'ai remarqué que sur mon cellulaire j'ai le compte de banque nationale et il est retiré directement malgré que j'ai utilisé le mastercard c'est pas le ici automatique et il est il est retiré directement comme un guichet automatique puis aujourd'hui je reçois j'ai reçu aujourd'hui le relevé de compte de mastercard qui le que je mais c'est déjà payé sur mon compte dans la banque nationale,okay j'ai faite une transaction pour acheter une botte dans le magasin globaux le le vin le vingt novembre j'ai remarqué que sur mon cellulaire j'ai le compte de banque nationale et il est retiré directement malgré que j'ai utilisé le mastercard c'est pas le guichet automatique et il est il est retiré directement comme un guichet automatique puis aujourd'hui je reçois j'ai reçu aujourd'hui le relevé de compte de mastercard qu'il que je dois payer mais c'est déjà payé sur mon compte dans la banque nationale
