file_id,contact_id,reference,transcription
9140771076640000251_Anne,9.14077E+18,[hésitation] C'est parce que moi j'arrive de la banque et puis là [hésitation] ce qui arrive c'est que y a un montant qui a passé le le premier décembre donc [hésitation] aujourd'hui [hésitation] de 288.75 [agent dit mhm] puis on voulait savoir ça vient d'où ?,"C'est parce que moi j'arrive la banque et puis là ce qui arrive, c'est qu'il y a un montant qui a passé le le premier décembre, donc aujourd'hui de 288 et 75 pis on voulait savoir ça vient d'où?"
9140771076640000251_AwaS,9.14077E+18,[hésitation] C'est parce que moi j'arrive de la banque et puis là [hésitation] ce qui arrive c'est que y a un montant qui a passé le le premier décembre donc [hésitation] aujourd'hui [hésitation] de 288.75 [agent dit mhm] puis on voulait savoir ça vient d'où ?,C'est parce que moi j'arrive de la banque et puis là ce qui arrive c'est que y a un montant qui a passé le le premier décembre donc aujourd'hui. De 288 et 75. Puis on voulait savoir si ça vient d'où?
9140771076640000251_NaimaF,9.14077E+18,[hésitation] C'est parce que moi j'arrive de la banque et puis là [hésitation] ce qui arrive c'est que y a un montant qui a passé le le premier décembre donc [hésitation] aujourd'hui [hésitation] de 288.75 [agent dit mhm] puis on voulait savoir ça vient d'où ?,"C'est parce que moi j'arrive de la banque et puis là ce qui arrive c'est que y a un montant qui a passé le le premier décembre, donc aujourd'hui de 288 et 75 pis on voulait savoir ça vient d'où?"
9140778829920000251_Anne,9.14078E+18,"Dans le fond j'ai un placement avec vous [hésitation] qui est, que le terme vient de se [mot] en ce moment même dans un de mes placements puis je voulais savoir [hésitation] qu'est-ce que vous me conseillez de plus par rapport à mes.. à moi, à mes choix à moi, parce que moi j'aime bien ça quand même de... de mettre des sous dans mon placement quand même quand je peux n'en mettre puis je voulais savoir [hésitation] si vous avez quelque chose de mieux comme placement pour pas que j'aie à chaque fois à [barge in] à faire un nouveau placement là.","Dans le fond, j'ai un placement avec vous qui est que terme vient de ce mot en ce moment même dans un de mes placements, je voulais savoir qu'est-ce que vous me conseillez de plus par rapport à mes, à moi, à mes choix à moi? Parce que j'aime bien ça quand même de de mettre des sous dans mon placement quand même quand je peux en mettre. Puis je voulais savoir si vous avez quelque chose de mieux comme placement pour corriger à chaque fois à à faire un nouveau placement là. "
9140778829920000251_AwaS,9.14078E+18,"Dans le fond j'ai un placement avec vous [hésitation] qui est, que le terme vient de se [mot] en ce moment même dans un de mes placements puis je voulais savoir [hésitation] qu'est-ce que vous me conseillez de plus par rapport à mes.. à moi, à mes choix à moi, parce que moi j'aime bien ça quand même de... de mettre des sous dans mon placement quand même quand je peux n'en mettre puis je voulais savoir [hésitation] si vous avez quelque chose de mieux comme placement pour pas que j'aie à chaque fois à [barge in] à faire un nouveau placement là.","Dans le fond, j'ai un placement avec vous qui. Que le terme vient de se bla-bla-bla en ce moment même dans un de mes placements. Puis je voulais savoir, qu'est-ce que vous me conseillez de plus par rapport à mes? À moi, à mes choix, à moi, parce que moi j'aime bien ça quand même de. De mettre des sous dans mon placement quand même quand je peux en mettre. Puis je voulais savoir si vous avez quelque chose de mieux comme placement pour pas que j'aie à chaque fois à. À faire un nouveau placement là?"
9140778829920000251_NaimaF,9.14078E+18,"Dans le fond j'ai un placement avec vous [hésitation] qui est, que le terme vient de se [mot] en ce moment même dans un de mes placements puis je voulais savoir [hésitation] qu'est-ce que vous me conseillez de plus par rapport à mes.. à moi, à mes choix à moi, parce que moi j'aime bien ça quand même de... de mettre des sous dans mon placement quand même quand je peux n'en mettre puis je voulais savoir [hésitation] si vous avez quelque chose de mieux comme placement pour pas que j'aie à chaque fois à [barge in] à faire un nouveau placement là.","Dans le fond, j'ai un placement avec vous qui est que le terme vient de ce blog renoncement mais dans la de mes placements. Mais je voulais savoir, qu'est-ce que vous me conseillez de plus par rapport à mes, à moi, à mes choix, à moi, parce que moi j'aime bien ça quand même de de mettre des sous dans mon placement quand même quand je peux n'en mettre. Puis je voulais savoir si vous avez quelque chose de mieux. Comme placement pour pas que j'aille à chaque fois à à faire un nouveau placement là."
9140786061470000251_Charles,9.14079E+18,Ce qui est arrivé c'est que hier là sur internet j'ai fait une demande de transférer 200 dollars de mon compte [agent dit: d'accord] à mon mon régime de retraite [agent dit: ok] là quand j'ai fait ça la [hésitation] ça m'a rapporté directement il dit que on peut pas conclure votre transaction [hésitation] là là pour réessayer tantôt.,"Ce qui est arrivé, c'est que hier, là, sur Internet, j'ai fait une demande de transférer 200$ de mon compte à mon régime de retraite. Là quand j'ai fait ça, là ça m'a rapporté directement. Il dit qu'on peut pas conclure votre transaction là là pour réessayer tantôt."
9140786061470000251_NaimaF,9.14079E+18,Ce qui est arrivé c'est que hier là sur internet j'ai fait une demande de transférer 200 dollars de mon compte [agent dit: d'accord] à mon mon régime de retraite [agent dit: ok] là quand j'ai fait ça la [hésitation] ça m'a rapporté directement il dit que on peut pas conclure votre transaction [hésitation] là là pour réessayer tantôt.,"Ce qui est arrivé, c'est que hier, là, je sur Internet, j'ai fait une demande de transférer de 100$ de mon compte à mon mon régime de retraite là quand j'ai fait ça, là ça m'a rapporté directement. Il dit que en peut pas conclure votre transaction là là pour réessayer tantôt."
9140786061470000251_NajatS,9.14079E+18,Ce qui est arrivé c'est que hier là sur internet j'ai fait une demande de transférer 200 dollars de mon compte [agent dit: d'accord] à mon mon régime de retraite [agent dit: ok] là quand j'ai fait ça la [hésitation] ça m'a rapporté directement il dit que on peut pas conclure votre transaction [hésitation] là là pour réessayer tantôt.,"Ce qui est arrivé, c'est que hier, là, sur Internet, j'ai fait une demande de transférer 200$ de mon compte à mon mon régime de retraite. Là quand j'ai fait ça, là ça m'a rapporté directement. Il dit que on peut pas conclure votre transaction là là pour réessayer tantôt."
9140796754150000251_Charles,9.1408E+18,[hésitation] J'appelle pour avoir de l'information sur un taux hypothécaire pour acheter une maison.,J'appelle pour avoir de l'information sur un taux hypothécaire pour acheter une maison.
9140796754150000251_NajatS,9.1408E+18,[hésitation] J'appelle pour avoir de l'information sur un taux hypothécaire pour acheter une maison.,J'appelle pour avoir de l'information sur un taux hypothécaire pour acheter une maison.
9140799118460000251_Anne,9.1408E+18,Bon [mot] ça fait longtemps que j'appelle là [hésitation] c'est parce que j'ai acheté un nouveau téléphone [agent dit: mhm] et puis j'ai essayé de mettre ma carte [hésitation] la carte débit sur mon Iphone puis ça me demande ça me dit d'appeler ça dit pour ça me dit appelez le 1 888 [hésitation] 835 6281 pour vérifier votre carte avec Apple Pay.,"Bon mot, ça fait longtemps que j'appelle là, c'est parce que j'ai acheté un nouveau téléphone, puis j'ai essayé de mettre ma carte. La carte de débit sur mon iPhone. Ça me demande, ça me dit d'appeler ça dit pour samedi, appeler le 188888356281 pour vérifier votre carte avec Apple P."
9140799118460000251_Charles,9.1408E+18,Bon [mot] ça fait longtemps que j'appelle là [hésitation] c'est parce que j'ai acheté un nouveau téléphone [agent dit: mhm] et puis j'ai essayé de mettre ma carte [hésitation] la carte débit sur mon Iphone puis ça me demande ça me dit d'appeler ça dit pour ça me dit appelez le 1 888 [hésitation] 835 6281 pour vérifier votre carte avec Apple Pay.,Bon Ben ça fait longtemps que j'appelle là là c'est parce que j'ai acheté un nouveau téléphone et puis j'ai essayé de mettre ma carte la carte débit sur mon iPhone puis ça me demande samedi d'appeler ça dit ça me dit d'appeler le 18888356281 pour vérifier votre carte avec Apple P.
9140799118460000251_NajatS,9.1408E+18,Bon [mot] ça fait longtemps que j'appelle là [hésitation] c'est parce que j'ai acheté un nouveau téléphone [agent dit: mhm] et puis j'ai essayé de mettre ma carte [hésitation] la carte débit sur mon Iphone puis ça me demande ça me dit d'appeler ça dit pour ça me dit appelez le 1 888 [hésitation] 835 6281 pour vérifier votre carte avec Apple Pay.,"Bon blabla, ça fait longtemps que j'appelle là, c'est parce que j'ai acheté un nouveau téléphone et puis j'ai essayé de mettre ma carte la carte débit sur mon iPhone puis ça me demande ça me dit d'appeler ça dit pour samedi appeler le 18888356281 pour vérifier votre carte avec Apple Pay."
9140821405840000251_Charles,9.14082E+18,"Oui bonjour, j'aimerais ça avoir de l'information sur des [hésitation] une transaction. Dans le fond je me demande si je peux faire ça sur mon [hésitation] site en ligne, dans le fond moi je paye un loyer tous les mois pour mon entreprise [agente dit: oui] [hésitation] avant je payais ça par chèque mais là on m'offre dans le fond ils m'ont fourni leur spécimen de chèque avec leur adresse de courriel puis ça a l'air qu'avec ça je serai capable en ligne de programmer un paiement tous les mois. J'essaie de voir comment, je sais pas si vous pouvez m'aider avec ça.","Oui, Bonjour, j'aimerais ça avoir de l'information sur des une transaction dans le fond, je me demande si je peux faire ça sur mon site en ligne dans le fond, moi je paye un loyer tous les mois pour mon entreprise, avant je payais ça par chèque mais là on m'offre dans le fond, ils m'ont dit leur spécimen de chèque avec leur adresse de courriel. Pis ça a l'air qu'avec ça, je serais capable en ligne de programmer un paiement tous les mois. J'essaie de voir comment je sais pas si vous pouvez m'aider avec ça."
9140821405840000251_NaimaF,9.14082E+18,"Oui bonjour, j'aimerais ça avoir de l'information sur des [hésitation] une transaction. Dans le fond je me demande si je peux faire ça sur mon [hésitation] site en ligne, dans le fond moi je paye un loyer tous les mois pour mon entreprise [agente dit: oui] [hésitation] avant je payais ça par chèque mais là on m'offre dans le fond ils m'ont fourni leur spécimen de chèque avec leur adresse de courriel puis ça a l'air qu'avec ça je serai capable en ligne de programmer un paiement tous les mois. J'essaie de voir comment, je sais pas si vous pouvez m'aider avec ça.","Oui, Bonjour, j'aimerais ça avoir de l'information sur des une transaction dans le fond, je me demande si je peux faire ça sur mon site en ligne dans le fond, moi je paye un loyer tous les mois pour mon entreprise, avant je payais ça par chèque mais là on m'offre dans le fond, ils m'ont fourni leur spécimen de chèque avec leur adresse de courriel. Pis ça a l'air qu'avec ça, je serais capable en ligne de programmer un paiement tous les mois. J'essaie de voir comment je sais pas si vous pouvez m'aider avec ça."
9140821405840000251_rima,9.14082E+18,"Oui bonjour, j'aimerais ça avoir de l'information sur des [hésitation] une transaction. Dans le fond je me demande si je peux faire ça sur mon [hésitation] site en ligne, dans le fond moi je paye un loyer tous les mois pour mon entreprise [agente dit: oui] [hésitation] avant je payais ça par chèque mais là on m'offre dans le fond ils m'ont fourni leur spécimen de chèque avec leur adresse de courriel puis ça a l'air qu'avec ça je serai capable en ligne de programmer un paiement tous les mois. J'essaie de voir comment, je sais pas si vous pouvez m'aider avec ça.","Oui, Bonjour, j'aimerais ça avoir de l'information sur des une transaction dans le fond, je me demande si je peux faire ça sur mon site en ligne dans le fond, moi je paye un loyer tous les mois pour mon entreprise, avant je payais ça par chèque mais là on m'offre dans le fond, ils m'ont fourni leur spécimen de chèque avec leur adresse de courriel. Pis ça a l'air qu'avec ça, je serais capable d'en ligne de programmer un paiement tous les mois. J'essaie de voir comment je sais pas si vous pouvez m'aider avec ça."
9140821612010000251_Anne,9.14082E+18,Ben j'aimerais ça dans le fond j'ai pas [hésitation] 9500 dollars là parce que [rire] j'aimerais ça pouvoir continuer de payer mon prêt.,"Ben, j'aimerais ça dans le fond, j'ai pas 9500$ là parce que j'aimerais ça pouvoir continuer de payer mon prêt."
9140821612010000251_Charles,9.14082E+18,Ben j'aimerais ça dans le fond j'ai pas [hésitation] 9500 dollars là parce que [rire] j'aimerais ça pouvoir continuer de payer mon prêt.,"Ben, j'aimerais ça dans le fond, j'ai pas 9500$ là parce que j'aimerais ça pouvoir continuer de payer mon prêt."
9140821612010000251_rima,9.14082E+18,Ben j'aimerais ça dans le fond j'ai pas [hésitation] 9500 dollars là parce que [rire] j'aimerais ça pouvoir continuer de payer mon prêt.,"Ben, j'aimerais ça dans le fond, j'ai pas 9500$ là parce que j'aimerais ça pouvoir continuer de payer mon prêt."
9140829866960000251_Anne,9.14083E+18,"Oui [hésitation] c'est ça, j'ai tenté à [hésitation] deux reprises de faire une transaction pour [hésitation] un club de motoneige puis c'est c'est c'est [hésitation] je tombe en erreur.","Oui, c'est ça. J'ai tenté à 2 reprises de faire une transaction pour un club de motoneige, puis c'est c'est c'est, je tombe en erreur."
9140829866960000251_AwaS,9.14083E+18,"Oui [hésitation] c'est ça, j'ai tenté à [hésitation] deux reprises de faire une transaction pour [hésitation] un club de motoneige puis c'est c'est c'est [hésitation] je tombe en erreur.","Oui, c'est ça. J'ai tenté à 2 reprises de faire une transaction pour un club de motoneige, puis c'est c'est c'est, je tombe en erreur."
9140829866960000251_NaimaF,9.14083E+18,"Oui [hésitation] c'est ça, j'ai tenté à [hésitation] deux reprises de faire une transaction pour [hésitation] un club de motoneige puis c'est c'est c'est [hésitation] je tombe en erreur.","Oui, c'est ça. J'ai tenté à 2 reprises de faire une transaction pour un club de motoneiges, mais c'est c'est c'est. Je tombe en erreur."
9140840496710000251_Charles,9.14084E+18,[hésitation] bon ici c'est parce que c'est une lettre que [mot] que j'avais reçue par la malle et puis [hésitation] la [mot] de ma banque elle m'a dit de d'appeler pour demander [hésitation] [hésitation] au mois de novembre le 19 il y avait eu un montant de déposé de 300 puis moi je vois pas mon relevé je l'ai pas alors je peux pas voir si [hésitation] ça a été déposé.,"Bon ici, c'est parce que c'est une lettre que blabla que j'avais reçu par la malle et puis la blabla de ma banque elle m'a dit d'appeler pour demander. Au mois de novembre, le 19, il y avait eu un montant de déposé de 300. Puis moi je vois pas mon relevé, je l'ai par alors je peux pas voir si ça a été déposé."
9140840496710000251_NajatS,9.14084E+18,[hésitation] bon ici c'est parce que c'est une lettre que [mot] que j'avais reçue par la malle et puis [hésitation] la [mot] de ma banque elle m'a dit de d'appeler pour demander [hésitation] [hésitation] au mois de novembre le 19 il y avait eu un montant de déposé de 300 puis moi je vois pas mon relevé je l'ai pas alors je peux pas voir si [hésitation] ça a été déposé.,"Bon ici, c'est parce que c'est une lettre que Ben que j'avais reçu par la malle. Et puis là Sana de ma banque elle m'a dit de d'appeler pour demander. Au mois de novembre, le 19, il y avait eu un montant de déposé de 300. Puis moi je vois pas mon relevé, je l'ai pas, alors je peux pas voir si ça a été déposé."
9140840496710000251_Natalia,9.14084E+18,[hésitation] bon ici c'est parce que c'est une lettre que [mot] que j'avais reçue par la malle et puis [hésitation] la [mot] de ma banque elle m'a dit de d'appeler pour demander [hésitation] [hésitation] au mois de novembre le 19 il y avait eu un montant de déposé de 300 puis moi je vois pas mon relevé je l'ai pas alors je peux pas voir si [hésitation] ça a été déposé.,"Bon ici, c'est parce que c'est une lettre que mon. Que j'avais reçu par la malle et puis là mon de ma banque, elle m'a dit de d'appeler pour demander. Au mois de novembre, le 19, il y avait eu un montant de déposé de 300. Puis moi je vois pas mon relever, je l'ai pas, alors j'ai pu pas voir si ça a été déposé."
9140846150340000251_Anne,9.14085E+18,"Oui bonjour, j'ai [hésitation] j'ai ouvert une entreprise, chuis allé chercher, j'ai eu ma carte bancaire hier je voudrais avoir un accès internet.","Oui Bonjour, j'ai j'ai ouvert une entreprise, je suis allé chercher, j'ai eu ma carte bancaire hier, je voudrais avoir un accès internet."
9140846150340000251_Charles,9.14085E+18,"Oui bonjour, j'ai [hésitation] j'ai ouvert une entreprise, chuis allé chercher, j'ai eu ma carte bancaire hier je voudrais avoir un accès internet.","Oui Bonjour, j'ai j'ai ouvert une entreprise, je suis allé chercher, j'ai eu ma carte bancaire hier, je voudrais avoir un accès à Internet."
9140846150340000251_NaimaF,9.14085E+18,"Oui bonjour, j'ai [hésitation] j'ai ouvert une entreprise, chuis allé chercher, j'ai eu ma carte bancaire hier je voudrais avoir un accès internet.","Oui Bonjour, j'ai j'ai ouvert une entreprise, je suis allée chercher, j'ai eu ma carte bancaire hier je voudrais avoir un accès à Internet."
9140858711750000251_Anne,9.14086E+18,oui je pense que j'étais avec vous il n'y a pas longtemps concernant le transfert de compte de points pour le ... [barge in] oui donc c'est plus avantageux juste pour à titre informatif [hésitation] pour payer la carte de crédit ou pour les points voyage en fait c'est plus avantageux CELI parce que c'est [hésitation] 25000 points pour 100 dollars.,"Oui, je pense que j'étais avec vous, y'a pas longtemps concernant le transfert de compte de points pour le. Oui, donc c'est plus avantageux juste pour. À titre informatif, pour payer la carte de crédit ou pour les points voyages. En fait, c'est plus avantageux ces lits parce que c'est 25000 points pour 100$."
9140858711750000251_AwaS,9.14086E+18,oui je pense que j'étais avec vous il n'y a pas longtemps concernant le transfert de compte de points pour le ... [barge in] oui donc c'est plus avantageux juste pour à titre informatif [hésitation] pour payer la carte de crédit ou pour les points voyage en fait c'est plus avantageux CELI parce que c'est [hésitation] 25000 points pour 100 dollars.,"Oui, je pense que j'étais avec vous. Il n'y a pas longtemps. Concernant le transfert de compte de points pour le. Oui, donc c'est plus avantageux juste pour. À titre informatif, pour payer la carte de crédit ou pour les points voyages. En fait, c'est plus avantageux, celi parce que c'est 25000 points pour 100$."
9140858711750000251_NaimaF,9.14086E+18,oui je pense que j'étais avec vous il n'y a pas longtemps concernant le transfert de compte de points pour le ... [barge in] oui donc c'est plus avantageux juste pour à titre informatif [hésitation] pour payer la carte de crédit ou pour les points voyage en fait c'est plus avantageux CELI parce que c'est [hésitation] 25000 points pour 100 dollars.,"Oui, je pense que j'étais avec vous. Il n'y a pas longtemps, ce qui, concernant le transfert de compte de points pour le bouilli donc, c'est plus avantageux juste pour. À titre informatif, pour payer la carte de crédit ou pour les points voyages. En fait, c'est plus avantageux, celi parce que c'est 25000 points pour 100$."
9140874329550000251_AwaS,9.14087E+18,Bon c'est que moi euh bonjour en passant euh moi c'est que je viens de voir que j'ai eu euh 2 facturations euh pour euh Koodo mon téléphone [agent dit : d'accord] et puis une facturation qui a pas d'affaire là j'ai appelé Koodo eux autres ils comprennent rien y ont jamais réussi à trouver cette transaction-là faque y ont dit écoutez le problème est du côté de votre banque faque le montant que vous avez prélevé qui est en fait vous l'avez prélevé aujourd'hui mais euh il est du 14 semble-t-il donc demain puis c'est un montant qui qui a pas d'affaire là là.,"Bon c'est que moi, Bonjour en passe-temps moi c'est que je viens de voir que j'ai eu 2 facturations. Pour cours d'eau mon téléphone et puis une facturation qui a pas d'affaire là j'ai appliqué coup d'eau, eux autres qui comprennent rien, ils ont jamais réussi à trouver cette transaction là fait que ils ont dit écoutez le problème est du côté de votre banque fait que le montant que vous avez prélevé qui est en fait vous l'avez prélevé aujourd'hui mais il est educator semble-t-il donc demain puis c'est à mon temps qui qui a pas d'affaire là là?"
9140874329550000251_NajatS,9.14087E+18,Bon c'est que moi euh bonjour en passant euh moi c'est que je viens de voir que j'ai eu euh 2 facturations euh pour euh Koodo mon téléphone [agent dit : d'accord] et puis une facturation qui a pas d'affaire là j'ai appelé Koodo eux autres ils comprennent rien y ont jamais réussi à trouver cette transaction-là faque y ont dit écoutez le problème est du côté de votre banque faque le montant que vous avez prélevé qui est en fait vous l'avez prélevé aujourd'hui mais euh il est du 14 semble-t-il donc demain puis c'est un montant qui qui a pas d'affaire là là.,"Bon c'est que moi Bonjour en passant moi c'est que je viens de voir que j'ai eu 2 facturations pour cours d'eau, mon téléphone et puis une facturation qui a pas d'affaire là j'ai appelé koodo et autres ils comprennent rien, ils ont jamais réussi à trouver cette transaction là fait que ils ont dit écoutez le problème est du côté de votre banque fait que le montant que vous avez prélevé qui est en fait vous l'avez prélevé aujourd'hui mais il est éducateur semble-t-il donc demain puis c'est un montant qui qui a pas d'affaire là là."
9140881473420000251_Charles,9.14088E+18,Moi je voudrais retirer 300 pièces de mon CELI,"Moi, je voudrais retirer 300 pièces de mon celi."
9140881473420000251_NaimaF,9.14088E+18,Moi je voudrais retirer 300 pièces de mon CELI,"Moi, je voudrais retirer 300 pièces de mon celi."
9140881473420000251_NajatS,9.14088E+18,Moi je voudrais retirer 300 pièces de mon CELI,"Moi, je voudrais retirer 300 pièces de mon celi."
9140960248640000251_NaimaF,9.14096E+18,"Bon, je vous appelle parce que moi j'ai envoyé un courriel le 10 décembre ok [agent dit: ok] pour que le REER de ma fille soit bon, arrêté, ils l'ont arrêté pour que je puisse, pour qu'on me transfère l'argent à mon compte [agent dit: ok] ok, y a rien, ils m'ont dit deux, trois jours, ça fait presque deux semaines, demain ce que j'ai dit tout 10 décembre, on va être demain jeudi et j'ai rien [agent dit: ok], alors qu'est -ce qui se passe?","Bon, je vous appelle parce que moi, j'ai envoyé un courriel le 10 décembre, OK? Pour que le réer de ma fille soit bon. Arrêté, ils l'ont arrêté pour que je puisse, pour qu'on me transfère l'argent à mon compte, okay, y a rien. Ils m'ont dit 23 jours, ça fait presque 2 semaines. Demain, ce que j'ai dit tout 10 décembre, on va être demain jeudi et j'ai rien. Alors, qu'est-ce qui se passe?"
9140960248640000251_NajatS,9.14096E+18,"Bon, je vous appelle parce que moi j'ai envoyé un courriel le 10 décembre ok [agent dit: ok] pour que le REER de ma fille soit bon, arrêté, ils l'ont arrêté pour que je puisse, pour qu'on me transfère l'argent à mon compte [agent dit: ok] ok, y a rien, ils m'ont dit deux, trois jours, ça fait presque deux semaines, demain ce que j'ai dit tout 10 décembre, on va être demain jeudi et j'ai rien [agent dit: ok], alors qu'est -ce qui se passe?","Bon, je vous appelle parce que moi, j'ai envoyé un courriel le 10 décembre, OK? Pour que le réer de ma fille soit bon. Arrêté, ils l'ont arrêté pour que je puisse, pour qu'on me transfère l'argent à mon compte, okay? Y a rien. Ils m'ont dit 23 jours, ça fait presque 2 semaines. Demain, ce que j'ai dit tout 10 décembre, on va être demain jeudi et j'ai rien. Alors, qu'est-ce qui se passe?"
9140960248640000251_rima,9.14096E+18,"Bon, je vous appelle parce que moi j'ai envoyé un courriel le 10 décembre ok [agent dit: ok] pour que le REER de ma fille soit bon, arrêté, ils l'ont arrêté pour que je puisse, pour qu'on me transfère l'argent à mon compte [agent dit: ok] ok, y a rien, ils m'ont dit deux, trois jours, ça fait presque deux semaines, demain ce que j'ai dit tout 10 décembre, on va être demain jeudi et j'ai rien [agent dit: ok], alors qu'est -ce qui se passe?","Bon, je vous appelle parce que moi, j'ai envoyé un courriel le 10 décembre okay? Pour que le réer de ma fille soit bon? Arrêté, ils l'ont arrêté pour que je puisse, pour qu'on me transfère l'argent à mon compte, okay? Y a rien. Ils m'ont dit 23 jours, ça fait presque 2 semaines. Demain ce que j'ai dit tout 10 décembre, on va être demain. Jeudi, et j'ai rien. Alors, qu'est-ce qui se passe?"
9140968990830000251_Anne,9.14097E+18,Ok j'ai faite une [hésitation] une transaction pour acheter une botte dans le magasin [hésitation] Globo le le 20 [hésitation] le 20 novembre [hésitation] j'ai remarqué que sur mon cellulaire j'ai le compte [hésitation] de Banque Nationale et il est retiré directement malgré que j'ai utilisé le Mastercard c'est pas le guichet automatique et il est [hésitation] il est retiré directement comme un guichet automatique pis aujourd'hui je reçois j'ai reçu aujourd'hui le relevé de compte de Mastercard qu'il [hésitation] que je dois le payer mais c'est déjà payé sur mon compte [hésitation] dans la Banque Nationale.,"Okay, j'ai fait une une transaction pour acheter une botte dans le magasin Globo le, le 20, le 20 novembre. J'ai remarqué que sur mon cellulaire, j'ai le compte de banque nationale y est retiré directement malgré que j'ai utilisé la Mastercard, c'est pas le guichet automatique et y est y retiré directement comme un guichet automatique. Pour aujourd'hui, je reçois. J'ai reçu aujourd'hui le relevé de compte de Mastercard qu'il que je dois le payer mais c'est déjà payé sur mon compte dans la banque nationale."
9140968990830000251_Charles,9.14097E+18,Ok j'ai faite une [hésitation] une transaction pour acheter une botte dans le magasin [hésitation] Globo le le 20 [hésitation] le 20 novembre [hésitation] j'ai remarqué que sur mon cellulaire j'ai le compte [hésitation] de Banque Nationale et il est retiré directement malgré que j'ai utilisé le Mastercard c'est pas le guichet automatique et il est [hésitation] il est retiré directement comme un guichet automatique pis aujourd'hui je reçois j'ai reçu aujourd'hui le relevé de compte de Mastercard qu'il [hésitation] que je dois le payer mais c'est déjà payé sur mon compte [hésitation] dans la Banque Nationale.,"Ok, j'ai fait une transaction pour acheter une botte dans le magasin Globo. Le, le vin le 20 novembre j'ai remarqué que sur mon cellulaire j'ai le compte de banque nationale et il est retiré directement malgré que j'ai utilisé la Mastercard. C'est pas le guichet automatique et il est-il est retiré directement comme un guichet automatique. Puis aujourd'hui je reçois, j'ai reçu aujourd'hui le relevé de compte de Mastercard qu'il que je dois le payer mais c'est déjà payé sur mon compte. De la Banque nationale."
9140968990830000251_NajatS,9.14097E+18,Ok j'ai faite une [hésitation] une transaction pour acheter une botte dans le magasin [hésitation] Globo le le 20 [hésitation] le 20 novembre [hésitation] j'ai remarqué que sur mon cellulaire j'ai le compte [hésitation] de Banque Nationale et il est retiré directement malgré que j'ai utilisé le Mastercard c'est pas le guichet automatique et il est [hésitation] il est retiré directement comme un guichet automatique pis aujourd'hui je reçois j'ai reçu aujourd'hui le relevé de compte de Mastercard qu'il [hésitation] que je dois le payer mais c'est déjà payé sur mon compte [hésitation] dans la Banque Nationale.,"Okay, j'ai faite une transaction pour acheter une botte dans le magasin Globo. Le le, le vin, le 20 novembre. J'ai remarqué que sur mon cellulaire j'ai le compte de banque nationale et il est retiré directement malgré que j'ai utilisé le Mastercard. C'est pas le guichet automatique et il est-il est retiré directement comme un guichet automatique. Puis aujourd'hui je reçois, j'ai reçu aujourd'hui le relevé de compte de Mastercard qu'il que je dois payer mais c'est déjà payé sur mon compte dans la banque nationale."
9140985350360000251_Anne,9.14099E+18,C'est que [hésitation] je suis en train de vérifier [hésitation] sur mon [hésitation] mon relevé là pour la carte de crédit puis y a 2 paiements de 800 dollars qui est passé que j'ai pas faits.,"C'est que je suis en train de vérifier sur mon mon relevé là pour la carte de crédit, puis 2 paiements de 800$ qui est passé que j'ai pas faite."
9140985350360000251_Charles,9.14099E+18,C'est que [hésitation] je suis en train de vérifier [hésitation] sur mon [hésitation] mon relevé là pour la carte de crédit puis y a 2 paiements de 800 dollars qui est passé que j'ai pas faits.,C'est que je suis en train de vérifier sur mon relevé là pour la la carte de crédit. Puis il y a 2 paiements de 800$ qui est passé que j'ai pas fait.
9140985350360000251_NajatS,9.14099E+18,C'est que [hésitation] je suis en train de vérifier [hésitation] sur mon [hésitation] mon relevé là pour la carte de crédit puis y a 2 paiements de 800 dollars qui est passé que j'ai pas faits.,C'est que je suis en train de vérifier sur mon mon relevé là pour la carte de crédit. Puis il y a 2 paiements de 800$ qui est passé que j'ai pas fait.
9141002232450000251_NaimaF,9.141E+18,Oui bonjour j'appelle pour un renseignement [hésitation] moi j'ai un compte [hésitation] en fait j'ai une affaire qui passe dans mon compte à tous les débuts de mois et j'aimerais savoir s'il y aurait possibilité de bloquer ce ce passage-là ou [hésitation] je ne sais pas trop euh comment le dire là dans le fond [barge in] comme plus l'autoriser à débiter dans mon compte.,"Oui Bonjour, j'appelle pour un renseignement, moi j'ai un compte en fait j'ai une affaire qui passe dans mon compte à tous les débuts de mois et j'aimerais savoir s'il y aurait possibilité de bloquer ce ce passage là au. Je ne sais pas trop comment le dire. Là, dans le fond comme pour plus autoriser à débiter dans mon compte."
9141002232450000251_NajatS,9.141E+18,Oui bonjour j'appelle pour un renseignement [hésitation] moi j'ai un compte [hésitation] en fait j'ai une affaire qui passe dans mon compte à tous les débuts de mois et j'aimerais savoir s'il y aurait possibilité de bloquer ce ce passage-là ou [hésitation] je ne sais pas trop euh comment le dire là dans le fond [barge in] comme plus l'autoriser à débiter dans mon compte.,"Oui Bonjour, j'appelle pour un renseignement, moi j'ai un compte en fait j'ai une affaire qui passe dans mon compte à tous les débuts de mois et j'aimerais savoir si y aurait une possibilité de bloquer ce ce passage là où je sais pas trop comment le dire là dans le fond comme plus l'autoriser à débiter dans mon compte?"
