file_id,contact_id,reference,nuance,genesys,microsoft,microsoft_dlm
9140771076640000251_Anne,9.14077e+18,[hésitation] C'est parce que moi j'arrive de la banque et puis là [hésitation] ce qui arrive c'est que y a un montant qui a passé le le premier décembre donc [hésitation] aujourd'hui [hésitation] de 288.75 [agent dit mhm] puis on voulait savoir ça vient d'où ?,C'est parce que moi j'arrive de la banque pis là ce qui arrive c'est que j'ai un montant qui a passé le le 1er décembre donc aujourd'hui de 288 et 75 pis on voulait savoir ça vient d'où,euh parce que moi j'arrive la banque et puis là euh qui arrive c'est que un montant qui a passé le le premier décembre donc euh aujourd'hui euh de deux cent quatre vingt huit et soixante quinze puis on voulait savoir ça vient doux,"Parce que moi j'arrive la banque et puis là  ce qui arrive, c'est qu'il y a un montant qui a passé le le premier décembre donc aujourd'hui de 288 et 75. Puis on voulait savoir si ça vient d'où?","C'est parce que moi j'arrive la banque et puis là ce qui arrive, c'est qu'il y a un montant qui a passé le le premier décembre, donc aujourd'hui de 288 et 75 pis on voulait savoir ça vient d'où?"
9140771076640000251_AwaS,9.14077e+18,[hésitation] C'est parce que moi j'arrive de la banque et puis là [hésitation] ce qui arrive c'est que y a un montant qui a passé le le premier décembre donc [hésitation] aujourd'hui [hésitation] de 288.75 [agent dit mhm] puis on voulait savoir ça vient d'où ?,Parce que moi j'arrive de la banque pis là ce qui arrive c'est que y'a un montant qui a pensé le 1er décembre donc aujourd'hui de 288-6015 pis on voulait savoir ça vient d'où,huit euh c'est parce que moi j'arrive de la banque et puis là euh ce qui arrive c'est que y a un montant qui est passé le le premier décembre donc euh aujourd'hui euh de deux cent quatre vingt huit et soixante quinze puis on voulait savoir ça vient tout,C'est parce que moi j'arrive de la banque et puis là  ce qui arrive c'est que il y a un montant qui a passé le le premier décembre donc aujourd'hui 288 et 75. Puis on voulait savoir si ça vient d'où?,C'est parce que moi j'arrive de la banque et puis là ce qui arrive c'est que y a un montant qui a passé le le premier décembre donc aujourd'hui. De 288 et 75. Puis on voulait savoir si ça vient d'où?
9140771076640000251_NaimaF,9.14077e+18,[hésitation] C'est parce que moi j'arrive de la banque et puis là [hésitation] ce qui arrive c'est que y a un montant qui a passé le le premier décembre donc [hésitation] aujourd'hui [hésitation] de 288.75 [agent dit mhm] puis on voulait savoir ça vient d'où ?,C'est parce que moi j'arrive de la banque et puis là c'qui arrive c'est que y'a un montant qui a passé le le 1er décembre donc aujourd'hui de 288 et 75 pis on voulait savoir ça vient d'où,neuf euh c'est parce que moi j'arrive de la banque et puis là euh ce qui arrive c'est que y a un montant qui a passé le le premier décembre donc euh aujourd'hui euh de deux cent quatre vingt huit et soixante quinze puis on voulait savoir ça vient,"C'est parce que moi j'arrive de la banque et puis là  ce qui arrive c'est que il y a un montant qui a passé le le premier décembre, donc aujourd'hui de 288 et 75, puis on voulait savoir ça vient d'où?","C'est parce que moi j'arrive de la banque et puis là ce qui arrive c'est que y a un montant qui a passé le le premier décembre, donc aujourd'hui de 288 et 75 pis on voulait savoir ça vient d'où?"
9140771356320000251_Anne,9.14077e+18,J'essaie de payer ma carte de crédit ça fait vraiment des semaines puis ça fonctionne pas. J'ai essayé de la payer avec ma marge de crédit puis ça l'air que c'est... ça semblerait comme si c'était au niveau de la marge de crédit ça bloque.,J'ai fait de payer ma carte de crédit ça fait vraiment des semaines pis ça fonctionne pas j'ai la payer avec ma marge de crédit pis ça l'air que c'est ça semblerait comme si c'était au niveau de la marge de crédit ça bloque,ou j'essaie de payer ma carte de crédit ça fait vraiment des semaines puis ça fonctionne pas j'ai essayé de la payer avec ma marche de crédit puis ça va que c'est ça semblerait comme si c'était au niveau de la marge de crédit ça bloque,"Je souhaite payer ma carte de crédit, ça fait vraiment des semaines puis ça fonctionne pas. J'ai essayé de la payer avec ma marge de crédit puis ça a l'air que c'est ça semblerait comme si c'était au niveau de la marge de crédit ça bloqué.","Je souhaite payer ma carte de crédit, ça fait vraiment des semaines puis ça fonctionne pas. J'ai essayé de la payer avec ma marge de crédit puis ça a l'air que c'est ça semblerait comme si c'était au niveau de la marge de crédit, ça bloque."
9140771356320000251_NaimaF,9.14077e+18,J'essaie de payer ma carte de crédit ça fait vraiment des semaines puis ça fonctionne pas. J'ai essayé de la payer avec ma marge de crédit puis ça l'air que c'est... ça semblerait comme si c'était au niveau de la marge de crédit ça bloque.,Je suis de payer ma carte de crédit ça fait vraiment des semaines pis ça fonctionne pas j'ai essayé de la payer avec ma marge de crédit pis ç'a l'air que c'est ça semblerait comme si c'était ou niveau de la marge de crédit ça bloque,un j'essaie de payer ma carte de crédit ça fait vraiment des semaines puis ça ne fonctionne pas j'ai essayé de la payer avec ma marche de crédit puis ça a l'air que c'est euh euh ça semblerait comme si c'était au niveau de la marche de crédit ça bloque,"J'essaie de payer ma carte de crédit, ça fait vraiment des semaines, puis ça ne fonctionne pas. J'ai essayé de la payer avec ma marge de crédit, puis ça a l'air que c'est ça semblerait comme si c'était au niveau de la marge de crédit, ça bloqué.","J'essaie de payer ma carte de crédit, ça fait vraiment des semaines, puis ça ne fonctionne pas. J'ai essayé de la payer avec ma marge de crédit, puis ça a l'air que c'est ça semblerait comme si c'était au niveau de la marge de crédit. Ça bloque."
9140771356320000251_NajatS,9.14077e+18,J'essaie de payer ma carte de crédit ça fait vraiment des semaines puis ça fonctionne pas. J'ai essayé de la payer avec ma marge de crédit puis ça l'air que c'est... ça semblerait comme si c'était au niveau de la marge de crédit ça bloque.,J'ai fait ma carte de crédit ça fait vraiment des semaines pis ça fonctionne pas je suis de la payer avec ma marge de crédit pis ç'a l'air que c'est ça semblerait comme si c'était au niveau de la marche de crédit ça bloque,douze j'essaie de payer ma carte de crédit ça fait vraiment des semaines puis ça fonctionne pas j'essaie de la payer avec ma marge de crédit puis ça a l'air que c'est ça fondre comme sitter au niveau de la marche de crédit ça block,"J'ai 7 payer ma carte de crédit, ça fait vraiment des semaines puis ça fonctionne pas. J'ai essayé de la payer avec ma marge de crédit puis ça a l'air que c'est ça semblerait comme si c'était au niveau de la marge de crédit ça bloqué.","J'ai 7 payer ma carte de crédit, ça fait vraiment des semaines puis ça fonctionne pas. J'essaie de la payer avec ma marge de crédit puis ça a l'air que c'est ça semblerait comme si c'était au niveau de la marge de crédit, ça bloque."
9140778829920000251_Anne,9.14078e+18,"Dans le fond j'ai un placement avec vous [hésitation] qui est, que le terme vient de se [mot] en ce moment même dans un de mes placements puis je voulais savoir [hésitation] qu'est-ce que vous me conseillez de plus par rapport à mes.. à moi, à mes choix à moi, parce que moi j'aime bien ça quand même de... de mettre des sous dans mon placement quand même quand je peux n'en mettre puis je voulais savoir [hésitation] si vous avez quelque chose de mieux comme placement pour pas que j'aie à chaque fois à [barge in] à faire un nouveau placement là.",Dans le fond j'ai un placement avec vous qui que le terme vient de ce mot en ce moment même dans un de mes placements je voulais savoir qu'est-ce que vous me conseillez de plus par rapport à mes à moi à mes choix à moi parce que j'aime bien ça quand même de de mettre des sous dans mon placement quand même quand je peux en mettre pis je voulais savoir si vous avez quelque chose de mieux comme placement pour pas que j'ai à chaque fois à à faire un nouveau placement là,treize dans le fond j'ai un placement avec vous euh puis que terme vient de se on en ce moment la même dans un des placements tu voulais savoir euh qu'est ce que vous me conseillez plus par rapport à mes à moi mais choix moi parce que j'aime biais ça quand même de de mettre dessus dans mon placement quand même quand je suis pu name puis je voulais savoir euh vous avez quelque chose de mieux comme placement pour pas que j'ai à chaque fois à à faire un nouveau placement là,"Dans le fond, j'ai un placement avec vous qui est que terme vient de se mot en ce moment même dans un de mes placements, je voulais savoir qu'est-ce que vous me conseillez de plus par rapport à  mes, à  moi, à  mes choix à  moi? Parce que j'aime bien ça quand même de de mettre des sous dans mon placement quand même quand je peux m'en mettre. Puis je voulais savoir si vous avez quelque chose de mieux comme placement pour corriger à  chaque fois à  à  faire un nouveau placement là .","Dans le fond, j'ai un placement avec vous qui est que terme vient de ce mot en ce moment même dans un de mes placements, je voulais savoir qu'est-ce que vous me conseillez de plus par rapport à mes, à moi, à mes choix à moi? Parce que j'aime bien ça quand même de de mettre des sous dans mon placement quand même quand je peux en mettre. Puis je voulais savoir si vous avez quelque chose de mieux comme placement pour corriger à chaque fois à à faire un nouveau placement là. "
9140778829920000251_AwaS,9.14078e+18,"Dans le fond j'ai un placement avec vous [hésitation] qui est, que le terme vient de se [mot] en ce moment même dans un de mes placements puis je voulais savoir [hésitation] qu'est-ce que vous me conseillez de plus par rapport à mes.. à moi, à mes choix à moi, parce que moi j'aime bien ça quand même de... de mettre des sous dans mon placement quand même quand je peux n'en mettre puis je voulais savoir [hésitation] si vous avez quelque chose de mieux comme placement pour pas que j'aie à chaque fois à [barge in] à faire un nouveau placement là.",Dans le fond j'ai un placement avec vous qui que le terme vient de se bla-bla-bla en ce moment même dans un de mes placements pis je voulais savoir qu'est-ce que vous me conseillez de plus par rapport ami à moi à mes choix à moi parce que moi j'aime bien ça quand même de de mettre des sous dans mon placement quand même quand je peux en mettre pis je voulais savoir si vous avez quelque chose de mieux comme placement pour pas que j'ai à chaque fois à à faire un nouveau placement là,quatorze dans le fond j'ai un placement avec vous euh si que le terme vient de ce blabla en ce moment même dans un demi placements puis je voulais savoir euh qu'est ce que vous me conseiller de pis papa a moi mis moi parce que moi j'aime bien ça quand même de de mettre des sous dans mon placement quand même quand je peux ne mettre puis je voulais savoir euh si vous avez quelque chose de mieux com placement pour pas à chaque fois à faire un nouveau passement,"Dans le fond, j'ai un placement avec vous qui. Que le terme vient de se bla-bla-bla en ce moment même dans un de mes placements. Puis je voulais savoir, qu'est-ce que vous me conseillez de plus par rapport à  mes? à€ moi à  me sois à  moi, parce que moi j'aime bien ça quand même de. De mettre des sous dans mon placement quand même quand je peux m'en mettre. Puis je voulais savoir si vous avez quelque chose de mieux comme placement pour pas que j'aille à  chaque fois à . à€ faire un nouveau placement là ?","Dans le fond, j'ai un placement avec vous qui. Que le terme vient de se bla-bla-bla en ce moment même dans un de mes placements. Puis je voulais savoir, qu'est-ce que vous me conseillez de plus par rapport à mes? À moi, à mes choix, à moi, parce que moi j'aime bien ça quand même de. De mettre des sous dans mon placement quand même quand je peux en mettre. Puis je voulais savoir si vous avez quelque chose de mieux comme placement pour pas que j'aie à chaque fois à. À faire un nouveau placement là?"
9140778829920000251_NaimaF,9.14078e+18,"Dans le fond j'ai un placement avec vous [hésitation] qui est, que le terme vient de se [mot] en ce moment même dans un de mes placements puis je voulais savoir [hésitation] qu'est-ce que vous me conseillez de plus par rapport à mes.. à moi, à mes choix à moi, parce que moi j'aime bien ça quand même de... de mettre des sous dans mon placement quand même quand je peux n'en mettre puis je voulais savoir [hésitation] si vous avez quelque chose de mieux comme placement pour pas que j'aie à chaque fois à [barge in] à faire un nouveau placement là.",Dans le fond j'ai un placement avec vous qui que le terme vient de se en ce moment mais me dans la de mes placements mais je voulais savoir qu'est-ce que vous me conseiller de plus par rapport à mes à moi à mes choix à moi parce que moi j'aime bien ça quand même de de mettre des sous dans mon placement quand même quand je peux en mettre puis je voulais savoir si vous avez quelque chose de mieux comme placement pour pas que j'ai à chaque fois à à faire un nouveau placement là,quinze dans le fond j'ai un placement avec vous euh qui euh que le terme vient de se branlent mais dans la de me placement mais je voulais savoir euh qu'est ce que vous me conseillez de plus par rapport à mes à moi à mich moi parce que moi j'aime bien ça quand même de de mettre des sous dans mon placement quand même quand je peux en mettre puis euh je voulais savoir euh si vous avez quelque chose de mieux emplacement pour pas que j'ai euh à chaque fois à à faire un nouveau placement là,"Dans le fond, j'ai un placement avec vous qui est que le terme vient de ce blog renoncement mais dans la de mes placements. Mais je voulais savoir, qu'est-ce que vous me conseillez de plus par rapport à  mes, à  moi, à  mes choix, à  moi, parce que moi j'aime bien ça quand même de de mettre des sous dans mon placement quand même quand je peux n'en mettre. Puis je voulais savoir si vous avez quelque chose de mieux. Comme placement pour pas que j'aille à  chaque fois à  faire un nouveau placement là .","Dans le fond, j'ai un placement avec vous qui est que le terme vient de ce blog renoncement mais dans la de mes placements. Mais je voulais savoir, qu'est-ce que vous me conseillez de plus par rapport à mes, à moi, à mes choix, à moi, parce que moi j'aime bien ça quand même de de mettre des sous dans mon placement quand même quand je peux n'en mettre. Puis je voulais savoir si vous avez quelque chose de mieux. Comme placement pour pas que j'aille à chaque fois à à faire un nouveau placement là."
9140781175240000251_Charles,9.14078e+18,Bonjour [hésitation] j'appelle parce que j'ai appelé tantôt pour faire mon destinataire [mot] ça marchait pas puis là j'essaie de transférer les fonds puis ça fonctionne pas encore.,Bonjour j'appelle parce que j'ai appelé tantôt pour faire mon destinataire ça marchait pas pis là j'essaie de transférer les fonds pis ça fonctionne pas encore,seize bonjour j'appelle parce que j'ai appelé tantôt pour faire mon destinateur ça marchait pas puis là j'essaie de transférer les femmes ça fonctionne pas encore,"Bonjour, j'appelle parce que j'ai appelé tantôt pour faire mon destinataire, ça marchait pas puis là j'essaie de transférer les fonds puis ça fonctionne pas encore.","Bonjour, j'appelle parce que j'ai appelé tantôt pour faire mon destinataire, ça marchait pas puis là j'essaie de transférer les fonds puis ça fonctionne pas encore."
9140781175240000251_NaimaF,9.14078e+18,Bonjour [hésitation] j'appelle parce que j'ai appelé tantôt pour faire mon destinataire [mot] ça marchait pas puis là j'essaie de transférer les fonds puis ça fonctionne pas encore.,Bonjour j'appelle parce que j'ai appelé tantôt pour faire mon destinataire ça marchait pas pis là j'essaie de transférer les fonds pis ça fonctionne pas encore,dix sept bonjour euh j'appelle parce que j'ai appelé tantôt pour faire mon destinateur hmm ça marchait pas puis là j'essaye de transférer les fonds puis ça fonctionne pas encore,"Bonjour, j'appelle parce que j'ai appelé tantôt pour faire mon destinataire room ça marchait pas puis là j'ai essayé de transférer les fonds puis ça fonctionne pas encore.","Bonjour, j'appelle parce que j'ai appelé tantôt pour faire mon destinataire. Ça marchait pas puis là j'essaie de transférer les fonds, puis ça fonctionne pas encore."
9140781175240000251_NajatS,9.14078e+18,Bonjour [hésitation] j'appelle parce que j'ai appelé tantôt pour faire mon destinataire [mot] ça marchait pas puis là j'essaie de transférer les fonds puis ça fonctionne pas encore.,Bonjour j'appelle parce que j'ai appelé tantôt pour faire mon destinataire bla-bla ça marchait pas pis là j'essaie de transférer les fonds puis ça fonctionne pas encore,dix huit bonjour j'appelle parce que j'ai appelé tantôt pour faire mon destinataire là ça marchait pas puis là j'essaie de transférer les fonds puis ça fonctionne pas encore,"Bonjour, j'appelle parce que j'ai appelé tantôt pour faire mon destinataire bla bla ça marchait pas puis là j'essaie de transférer les fonds puis ça fonctionne pas encore.","Bonjour, j'appelle parce que j'ai appelé tantôt pour faire mon destinataire blabla ça marchait pas puis là j'essaie de transférer les fonds puis ça fonctionne pas encore."
9140786061470000251_Charles,9.14079e+18,Ce qui est arrivé c'est que hier là sur internet j'ai fait une demande de transférer 200 dollars de mon compte [agent dit: d'accord] à mon mon régime de retraite [agent dit: ok] là quand j'ai fait ça la [hésitation] ça m'a rapporté directement il dit que on peut pas conclure votre transaction [hésitation] là là pour réessayer tantôt.,Ce qui est arrivé c'est que hier là sur Internet j'ai fait une demande de transférer 200 $ de mon compte à mon mon régime de retraite là quand j'ai fait ça la ça m'a rapporté directement il dit qu'on peut pas conclure votre action là pour réessayer tantôt,dix neuf qui est arrivé c'est que hier là sur internet j'ai fait une demande de transférer deux cent dollars de mon compte à mon mon régime de retraite là quand j'ai fait ça la euh ça ma rapporté directement dit qu'on peut pas conclure votre transaction euh là là pouvez essayer son,"Ce qui est arrivé, c'est que hier, là , sur Internet, j'ai fait une demande de transférer 200$ de mon compte à  mon régime de retraite. Là  quand j'ai fait ça, là  ça m'a rapporté directement. Il dit qu'on ne peut pas conclure votre transaction là  là  pour réessayer tantôt.","Ce qui est arrivé, c'est que hier, là, sur Internet, j'ai fait une demande de transférer 200$ de mon compte à mon régime de retraite. Là quand j'ai fait ça, là ça m'a rapporté directement. Il dit qu'on peut pas conclure votre transaction là là pour réessayer tantôt."
9140786061470000251_NaimaF,9.14079e+18,Ce qui est arrivé c'est que hier là sur internet j'ai fait une demande de transférer 200 dollars de mon compte [agent dit: d'accord] à mon mon régime de retraite [agent dit: ok] là quand j'ai fait ça la [hésitation] ça m'a rapporté directement il dit que on peut pas conclure votre transaction [hésitation] là là pour réessayer tantôt.,C'qui est arrivé c'est que hier là sur Internet j'ai fait une demande de transférer 200 $ de mon compte à mon mon régime de retraite là quand j'ai fait ça la ça m'a rapporté directement il dit que on peut pas conclure votre transaction là là pour réessayer tantôt,vingt qui est arrivé c'est que hier là je sur internet j'ai fait une demande de transférer de cent dollars de mon compte im on mon régime de retraite là quand j'ai fait ça là euh ça m'a rapporté directement il dit que euh on e pas conclure votre transaction euh là là pour euh réessayer ton,"Ce qui est arrivé, c'est que hier, là , je sur Internet, j'ai fait une demande de transférer de 100$ de mon compte à  mon mon régime de retraite là  quand j'ai fait ça, là  ça m'a rapporté directement. Il dit que en peut pas conclure votre transaction là  là  pour réessayer tantôt.","Ce qui est arrivé, c'est que hier, là, je sur Internet, j'ai fait une demande de transférer de 100$ de mon compte à mon mon régime de retraite là quand j'ai fait ça, là ça m'a rapporté directement. Il dit que en peut pas conclure votre transaction là là pour réessayer tantôt."
9140786061470000251_NajatS,9.14079e+18,Ce qui est arrivé c'est que hier là sur internet j'ai fait une demande de transférer 200 dollars de mon compte [agent dit: d'accord] à mon mon régime de retraite [agent dit: ok] là quand j'ai fait ça la [hésitation] ça m'a rapporté directement il dit que on peut pas conclure votre transaction [hésitation] là là pour réessayer tantôt.,C'qui est arrivé c'est que hier là sur Internet j'ai fait une demande de transférer 200 $ de mon compte à mon mon régime de retraite là quand j'ai fait ça la ça m'a rapporté directement il dit que on peut pas conclure votre transaction là là pour réessayer tantôt,vingt et un qui est arrivé c'est que hier la sur internet j'ai fait une demande de transférer deux cent dollars de mon compte à mon mon régime de retraite là quand j'ai fait ça là euh euh ça va rapporter directement il dit que on peut pas conclure votre transaction euh là là pour ressayer tantôt,"Ce qui est arrivé, c'est que hier, la sur Internet, j'ai fait une demande de transférer 200$ de mon compte à  mon mon régime de retraite. Là  quand j'ai fait ça, là  ça m'a rapporté directement et dit que on peut pas conclure votre transaction là  là  pour réessayer tantôt.","Ce qui est arrivé, c'est que hier, là, sur Internet, j'ai fait une demande de transférer 200$ de mon compte à mon mon régime de retraite. Là quand j'ai fait ça, là ça m'a rapporté directement. Il dit que on peut pas conclure votre transaction là là pour réessayer tantôt."
9140788140950000251_Anne,9.14079e+18,Euh s'il vous plait à propos de la carte de crédit euh [barge in] s'il vous plait est-ce que je peux faire une carte euh je peux faire une demande de carte de crédit ou [mot] Mastercard ou je sais pas?,S'il vous plaît à propos de la carte de crédit s'il vous plaît est-ce que je peux faire une carte je peux faire une demande de carte de crédit ou MasterCard ou je sais pas,vingt deux euh s'il vous plaît à propos de la carte de crédit euh la est ce que je peux faire une carte euh je peux faire une demande de carte de crédit euh ou mastercard ou je sais pas,"Ce s'il vous plaît à propos de la carte de crédit, s'il vous plaît, est-ce que je peux faire une carte? Je peux faire une demande de carte de crédit où Mastercard ou je sais pas?","Ce s'il vous plaît à propos de la carte de crédit, s'il vous plaît, est-ce que je peux faire une carte? Je peux faire une demande de carte de crédit ou Mastercard ou je sais pas?"
9140788140950000251_NaimaF,9.14079e+18,Euh s'il vous plait à propos de la carte de crédit euh [barge in] s'il vous plait est-ce que je peux faire une carte euh je peux faire une demande de carte de crédit ou [mot] Mastercard ou je sais pas?,S'il vous plaît à propos de la carte de crédit s'il vous plaît est-ce que je peux faire une carte je peux faire une demande de carte de crédit ou MasterCard ou je sais pas,vingt trois euh s'il vous plaît à propos de la carte de crédit euh s'il vous plaît est ce que je peux faire une carte euh je peux faire une demande de carte de crédit ou mastercard ou pas,"S'il vous plaît à propos de la carte de crédit, s'il vous plaît, est-ce que je peux faire une carte? Je peux faire une demande de carte de crédit où Mastercard ou je sais pas?","S'il vous plaît à propos de la carte de crédit, s'il vous plaît, est-ce que je peux faire une carte? Je peux faire une demande de carte de crédit ou Mastercard ou je sais pas?"
9140789023520000251_Anne,9.14079e+18,[hésitation] j'aimerais avoir le solde de de mon hypothèque que j'ai chez vous.,J'aimerais avoir le solde de mon hypothèque que j'ai chez vous,vingt quatre euh j'aimerais avoir le sol de de mon hypothèque je chez vous,Je j'aimerais avoir le solde de mon hypothèque que j'ai chez vous.,Je j'aimerais avoir le solde de mon hypothèque que j'ai chez vous.
9140789023520000251_AwaS,9.14079e+18,[hésitation] j'aimerais avoir le solde de de mon hypothèque que j'ai chez vous.,J'aimerais voir le solde de mon hypothèque que j'ai chez vous,vingt cinq euh j'aimerais avoir le solde de mon hypothèque que j'ai chez vous,J'aimerais voir le solde de mon hypothèque que j'ai chez vous.,J'aimerais voir le solde de mon hypothèque que j'ai chez vous.
9140789023520000251_NajatS,9.14079e+18,[hésitation] j'aimerais avoir le solde de de mon hypothèque que j'ai chez vous.,J'aimerais avoir le solde de mon hypothèque que j'ai chez vous,euh j'aimerais avoir le solde de mon hypothèque que j'ai chez vous,J'aimerais avoir le solde de mon hypothèque que j'ai chez vous.,J'aimerais avoir le solde de mon hypothèque que j'ai chez vous.
9140790021490000251_Charles,9.14079e+18,"[hésitation] Oui bonjour en fait, moi j'essaie de me connecter à votre [hésitation] nouvelle application Banque Nationale [agent dit mhm] moi j'utilisais l'ancienne version [hésitation] et puis j'ai changé de courriel d'identification [agent dit mhm] mais [hésitation] là j'arrive pas à me brancher [hésitation] sur [hésitation] [barge in] votre nouvelle application",Oui bonjour en fait moi j'essaie de me connecter à votre nouvelle application Banque Nationale moi j'utilisais l'ancienne version puis j'ai changé de courriel d'identification mais là j'arrive pas à me brancher sur votre nouvelle application,deux euh oui bonjour en fait moi j'essaie de me connecter à votre nouvelle application banque national moi j'étais l'ancienne version et puis j'ai changé de courriel de anticipation mais là j'arrive pas e brancher euh sur euh votre nouvelle application,"Oui, Bonjour. En fait, moi j'essaie de me connecter à votre nouvelle application banque nationale, moi j'utilisais l'ancienne version et puis j'ai changé de courriel d'identification, mais là j'arrive pas à me brancher sur votre nouvelle application.","Oui, Bonjour. En fait, moi j'essaie de me connecter à votre nouvelle application banque nationale, moi j'utilisais l'ancienne version et puis j'ai changé de courriel d'identification, mais là j'arrive pas à m'brancher sur votre nouvelle application."
9140790021490000251_Natalia2,9.14079e+18,"[hésitation] Oui bonjour en fait, moi j'essaie de me connecter à votre [hésitation] nouvelle application Banque Nationale [agent dit mhm] moi j'utilisais l'ancienne version [hésitation] et puis j'ai changé de courriel d'identification [agent dit mhm] mais [hésitation] là j'arrive pas à me brancher [hésitation] sur [hésitation] [barge in] votre nouvelle application",Oui bonjour moi j'essaie de me connecter à votre nouvelle application Banque Nationale moi j'utilise l'ancienne version pis j'ai changé de courriel de notifications mais là j'arrive pas me brancher sur votre nouvelle application,euh oui bonjour cet moi j'essaie de me connecter à votre nouvelle application marque nationale euh moi je juste laisse une version j'ai changé de courir les notifications mais là j'arrive pas à me brancher et euh votre nouvelle application,"Oui, Bonjour. En fait, moi j'essaie de me connecter à votre nouvelle application Mac national. Moi j'utilise l'ancienne version, puis j'ai changé de courriel, des notifications, mais là j'arrive pas à me brancher sur votre nouvelle application.","Oui, Bonjour. En fait, moi j'essaie de me connecter à votre nouvelle application banque nationale. Moi j'utilise l'ancienne version, puis j'ai changé de courriel, des notifications, mais là j'arrive pas à m'brancher sur votre nouvelle application."
9140795691050000251_Anne,9.1408e+18,sur cette plateforme là sur l'ancienne version je pouvais demander de voir mes transactions de la plus récente à la plus ancienne ou le contraire je pouvais changer ça vous voyez ce que je veux dire,Sur cette plate-forme là sur l'ancienne version je pouvais demander de voir mes transactions de la plus récente à la plus ancienne ou le contraire je pouvais changer ça est ce que je veux dire,quatre sur cette plateforme là sur l'ancienne version je pouvais demander de voir les transactions de la présente à la plus ancienne ou le contrat je pouvais changer ça oui est ce que je veux dire,"Sur cette plateforme là, sur l'ancienne version, je pouvais demander de voir mes transactions de la plus récente à la plus ancienne ou le contraire. Je pouvais changer ça, voyez ce que je veux dire.","Sur cette plateforme là, sur l'ancienne version, je pouvais demander de voir mes transactions de la plus récente à la plus ancienne ou le contraire. Je pouvais changer ça, vous voyez ce que je veux dire?"
9140795691050000251_Charles,9.1408e+18,sur cette plateforme là sur l'ancienne version je pouvais demander de voir mes transactions de la plus récente à la plus ancienne ou le contraire je pouvais changer ça vous voyez ce que je veux dire,Sur cette plate-forme là sur l'ancienne version je pouvais demander de voir mes transactions de la plus récente à la plus ancienne ou le contraire je pouvais changer ça vous voyez ce que je veux dire,cinq sur cette plate forme là sur l'ancienne version je pouvais demander de voir mes transactions de la plus récente la plus ancienne ou le contraire va changer ça vous voyez ce ce que je veux dire,"Sur cette plateforme là, sur l'ancienne version, je pouvais demander de voir mes transactions de la plus récente à la plus ancienne ou le contraire. Je pouvais changer ça, vous voyez ce que je veux dire?","Sur cette plateforme là, sur l'ancienne version, je pouvais demander de voir mes transactions de la plus récente à la plus ancienne ou le contraire. Je pouvais changer ça, vous voyez ce que je veux dire?"
9140795691050000251_rima,9.1408e+18,sur cette plateforme là sur l'ancienne version je pouvais demander de voir mes transactions de la plus récente à la plus ancienne ou le contraire je pouvais changer ça vous voyez ce que je veux dire,Sur cette plate-forme là sur l'ancienne version je pouvais demander de voir mes transactions de la plus récente à la plus ancienne ou le contraire je pouvais changer ça vous voyez ce que je veux dire,sur cette plateforme là sur l'ancienne version je pouvais demander de voir mes transaction de la plus récente la plus ancienne ou le contraire je pouvais changer ça vous voyez que je veux dire,"Sur cette plateforme là, sur l'ancienne version, je pouvais demander de voir mes transactions de la plus récente à la plus ancienne ou le contraire. Je pouvais changer ça, vous voyez ce que je veux dire?","Sur cette plateforme là, sur l'ancienne version, je pouvais demander de voir mes transactions de la plus récente à la plus ancienne ou le contraire. Je pouvais changer ça, vous voyez ce que je veux dire?"
9140796754150000251_Charles,9.1408e+18,[hésitation] J'appelle pour avoir de l'information sur un taux hypothécaire pour acheter une maison.,J'appelle pour avoir de l'information sur un taux hypothécaire pour acheter une maison,euh j'appelle revoir de l'information sur un tour hypothèse pour acheter une maison,J'appelle pour avoir de l'information sur un taux hypothécaire pour acheter une maison.,J'appelle pour avoir de l'information sur un taux hypothécaire pour acheter une maison.
9140796754150000251_NajatS,9.1408e+18,[hésitation] J'appelle pour avoir de l'information sur un taux hypothécaire pour acheter une maison.,J'appelle pour avoir de l'information sur un taux hypothécaire pour acheter une maison,huit euh j'appelle pour avoir de l'information sur un taux hypothèse pour acheter une maison,J'appelle pour avoir de l'information sur un taux hypothécaire pour acheter une maison.,J'appelle pour avoir de l'information sur un taux hypothécaire pour acheter une maison.
